user_id,syatem_time,wall_clock,system_time,blanks,avg_memory,compiler_version,language,cloc,nbr_file_in,compiled,swap_main_memory,avg_RAM,exit_code,comments,nbr_file_out,nbr_page_faults,exe_size,max_RAM,user_time
olydis,0.00,0.01,0.00,1,0,-,C#,28,0,0,0,0,0,0,0,0,-,14344,0.00
rray,0.00,0.01,0.00,6,0,2.7,Python,26,0,0,0,0,0,4,0,0,-,6396,0.00
angzhiping,0.00,0.04,0.00,30,0,-,C++,76,0,0,0,0,0,6,0,0,55848,2732,0.04
Jiangsutx,-,-,-,6,-,-,C++,35,-,4,-,-,-1,0,-,-,-,-,-
crwhite,0.00,0.04,0.00,1,0,-,java,39,0,0,0,0,0,0,64,0,-,21424,0.04
gdiego,0.00,0.00,0.00,4,0,-,C++,31,0,0,0,0,0,0,0,0,10936,2488,0.00
lapi5,0.00,0.00,0.00,6,0,-,C++,39,0,0,0,0,0,0,0,0,11008,2468,0.00
OmaaarZ,0.00,0.00,0.00,3,0,-,C++,44,0,0,0,0,134,0,0,0,11520,2580,0.00
user32,0.00,0.00,0.00,7,0,-,C++,53,0,0,0,0,134,1,0,0,11648,2480,0.00
wzkim,0.00,0.00,0.00,3,0,-,C++,26,0,0,0,0,0,0,0,0,10088,2676,0.00
zlxtqbd,0.00,0.05,0.00,3,0,-,java,26,0,0,0,0,0,0,64,0,-,22752,0.04
intijk,0.00,0.01,0.00,5,0,2.7,Python,17,0,0,0,0,0,0,0,0,-,6416,0.00
CJJ,-,-,-,8,-,2.7,Python,32,-,0,-,-,1,1,-,-,-,-,-
orenguy,0.00,0.00,0.00,11,0,-,C++,45,0,0,0,0,0,1,0,0,11096,2624,0.00
roy999,0.00,0.00,0.00,2,0,2.7,Python,0,0,0,0,0,0,20,0,0,-,6288,0.00
kuba97531,-,-,-,2,-,-,C#,4,-,1,-,-,-1,30,-,-,-,-,-
ASotelo,0.01,0.04,0.00,2,0,-,java,58,0,0,0,0,1,3,64,0,-,21324,0.03
Corea,0.00,0.02,0.00,6,0,2.7,Python,13,0,0,0,0,0,0,0,0,-,6556,0.02
Multifarious,0.00,0.00,0.00,7,0,-,C++,43,0,0,0,0,0,0,0,0,10488,2748,0.00
kimiyuki,0.00,0.00,0.00,0,0,-,C++,30,0,0,0,0,0,0,0,0,11472,2592,0.00
stetsyk,0.02,0.78,0.01,1,0,-,C++,25,0,0,0,0,0,0,137216,0,12088,2388,0.77
Pasqual45,3.09,4.02,3.02,6,0,-,C++,36,0,0,0,0,0,1,137240,0,11960,2444,0.99
bluedawnstar,0.00,0.00,0.00,14,0,-,C++,42,0,1,0,0,127,0,0,0,-,1344,0.00
gyahun,0.00,0.00,0.00,6,0,3.5,Python,16,0,1,0,0,2,0,0,0,-,7204,0.00
abisheka,-,-,-,4,-,-,C++,103,-,4,-,-,-1,0,-,-,-,-,-
codecracker4,0.00,0.00,0.00,2,0,-,C++,50,0,0,0,0,0,5,0,0,15168,2500,0.00
MathGuy,0.00,0.07,0.00,1,0,-,java,21,0,0,0,0,0,0,64,0,-,23956,0.06
KCChen,0.00,0.00,0.00,7,0,2.7,Python,13,0,0,0,0,0,0,0,0,-,6412,0.00
Kuuur,0.00,0.07,0.01,1,0,-,java,26,0,0,0,0,0,1,64,0,-,24328,0.06
Suphan,0.00,0.00,0.00,2,0,2.7,Python,14,0,0,0,0,2,0,0,0,-,6136,0.00
georgevidalakis,0.00,0.00,0.00,3,0,-,C++,47,0,1,0,0,127,0,0,0,-,1440,0.00
yemelitc,0.00,0.00,0.00,5,0,-,C,18,0,0,0,0,0,0,0,0,7256,2364,0.00
whyando,0.00,0.00,0.00,8,0,-,C++,24,0,0,0,0,0,0,0,0,11864,2476,0.00
dilemma,0.00,0.07,0.01,14,0,-,java,109,0,0,0,0,0,3,72,0,-,29436,0.06
mpt2,-,-,-,19,-,-,C++,94,-,0,-,-,-15,52,-,-,60632,-,-
zay1e,-,-,-,3,-,-,C++,30,-,1,-,-,-1,0,-,-,-,-,-
HandsomeLiu,0.00,0.01,0.00,1,0,-,C++,25,0,0,0,0,0,0,936,0,10416,2744,0.00
edgarthewise,0.00,0.00,0.00,5,0,2.7,Python,13,0,0,0,0,0,3,0,0,-,6432,0.00
pengfeibill,0.00,0.00,0.00,2,0,-,C++,36,0,0,0,0,0,0,0,0,10768,2396,0.00
paulfornia,0.00,0.05,0.00,7,0,-,java,38,0,0,0,0,1,0,64,0,-,21624,0.04
csehydrogen,0.00,0.00,0.00,0,0,-,C++,22,0,0,0,0,0,0,0,0,7408,2340,0.00
Astrae,0.00,0.00,0.00,38,0,3.5,Python,57,0,0,0,0,2,15,0,0,-,7216,0.00
Shubochao,0.00,0.00,0.00,7,0,2.7,Python,26,0,0,0,0,1,1,0,0,-,6408,0.00
Joisino,0.00,0.00,0.00,11,0,-,C++,53,0,0,0,0,0,0,0,0,11440,2748,0.00
Torden,0.01,0.04,0.00,14,0,-,java,52,0,0,0,0,0,0,64,0,-,21452,0.03
dfan,0.00,0.00,0.00,4,0,3.5,Python,19,0,1,0,0,2,5,0,0,-,7220,0.00
ksun48,0.00,0.00,0.00,2,0,-,C++,22,0,0,0,0,134,0,0,0,12816,2416,0.00
Floris,0.00,0.05,0.00,3,0,-,java,23,0,0,0,0,1,1,64,0,-,21324,0.04
Tedium,0.00,0.00,0.00,9,0,-,C++,58,0,0,0,0,0,0,0,0,11312,2620,0.00
zoyanhui,0.00,0.00,0.00,4,0,2.7,Python,26,0,0,0,0,0,0,0,0,-,6424,0.00
robertking,0.00,0.00,0.00,1,0,2.7,Python,8,0,0,0,0,0,0,0,0,-,6568,0.00
janq,0.00,0.00,0.00,7,0,-,C++,47,0,0,0,0,0,4,0,0,10552,2592,0.00
Romka,0.00,0.00,0.00,5,0,-,C++,41,0,0,0,0,0,0,0,0,8440,2516,0.00
XraY,0.00,0.00,0.00,16,0,-,C++,81,0,0,0,0,0,0,0,0,10168,2700,0.00
abczz,0.00,0.00,0.00,7,0,-,C++,60,0,0,0,0,0,4,0,0,10376,2460,0.00
baz1,0.00,0.00,0.00,2,0,-,C++,30,0,0,0,0,0,0,0,0,13488,2628,0.00
Stefan456,0.00,0.04,0.00,3,0,-,java,29,0,0,0,0,1,5,64,0,-,21368,0.04
Vytas,0.00,0.01,0.00,2,0,2.7,Python,6,0,0,0,0,0,17,0,0,-,7000,0.01
spartacus201,0.00,0.00,0.00,3,0,-,C++,50,0,0,0,0,134,0,0,0,11368,2632,0.00
W4yneb0t,0.00,0.00,0.00,0,0,-,C++,38,0,0,0,0,0,0,0,0,10776,2496,0.00
wwiiiii,-,-,-,7,-,-,C++,67,-,1,-,-,-1,0,-,-,-,-,-
betaveros,0.00,0.00,0.00,0,0,3.5,Python,1,0,0,0,0,2,0,0,0,-,7268,0.00
ctunoku,0.00,0.06,0.02,6,0,-,java,70,0,0,0,0,0,1,64,0,-,24136,0.04
Hakiko,0.00,0.00,0.00,6,0,-,C++,42,0,0,0,0,0,0,0,0,10016,2604,0.00
wafrelka,0.00,0.00,0.00,9,0,-,C++,23,0,0,0,0,0,0,0,0,7456,2332,0.00
math4tots,0.00,0.00,0.00,4,0,2.7,Python,13,0,0,0,0,0,5,0,0,-,6412,0.00
arghyasur,0.01,0.05,0.00,10,0,-,java,57,0,0,0,0,0,7,64,0,-,23688,0.05
germanzorba,0.00,0.00,0.00,3,0,-,C++,30,0,0,0,0,0,0,0,0,9840,2572,0.00
xman1024,0.00,0.00,0.00,4,0,-,C++,21,0,0,0,0,0,0,0,0,9536,2632,0.00
aminul,0.00,0.05,0.00,16,0,-,java,93,0,0,0,0,0,2,64,0,-,22932,0.04
MottyP,0.00,0.00,0.00,4,0,2.7,Python,13,0,0,0,0,0,0,0,0,-,6292,0.00
peso,0.00,0.00,0.00,2,0,2.7,Python,15,0,0,0,0,0,2,0,0,-,6392,0.00
chriswong205,0.01,0.04,0.00,15,0,-,java,89,0,0,0,0,1,21,64,0,-,21420,0.04
mth,0.00,0.04,0.00,16,0,2.7,Python,89,0,0,0,0,0,2,8,0,-,7076,0.04
Tony,0.00,0.00,0.00,4,0,-,C++,19,0,0,0,0,0,0,0,0,11096,2580,0.00
zajac,0.00,0.00,0.00,14,0,-,C++,36,0,0,0,0,0,2,0,0,12032,2420,0.00
SharkMan,-,-,-,0,-,-,C++,42,-,4,-,-,-1,0,-,-,-,-,-
shik,0.00,0.00,0.00,14,0,-,C++,112,0,0,0,0,0,2,0,0,11520,2604,0.00
Vesuvius,-,-,-,4,-,-,C++,27,-,4,-,-,-1,0,-,-,-,-,-
jkrempus,-,-,-,8,-,-,C++,53,-,1,-,-,-1,0,-,-,-,-,-
kotamanegi,0.00,0.00,0.00,0,0,-,C++,58,0,0,0,0,0,1,0,0,10520,2492,0.00
vrk001,0.00,0.00,0.00,1,0,-,C++,32,0,0,0,0,0,0,0,0,11080,2456,0.00
vepifanov,0.00,0.00,0.00,6,0,-,C++,59,0,0,0,0,0,0,0,0,11376,2556,0.00
Bubris,0.00,0.00,0.00,2,0,-,C++,29,0,0,0,0,0,0,0,0,10616,2468,0.00
Jennaiel,0.00,0.04,0.00,10,0,-,java,55,0,0,0,0,1,12,64,0,-,21404,0.03
Gazo,0.00,0.00,0.00,3,0,2.7,Python,14,0,0,0,0,0,0,0,0,-,6512,0.00
mihaild,0.00,0.00,0.00,14,0,3.5,Python,39,0,0,0,0,2,0,0,0,-,7220,0.00
ahu1992,0.00,0.00,0.00,2,0,-,C++,47,0,0,0,0,0,2,0,0,10768,2464,0.00
panaro32,0.00,0.00,0.00,3,0,3.5,Python,14,0,0,0,0,2,0,0,0,-,7216,0.00
yuzmukhametov,0.00,0.00,0.00,5,0,-,C++,53,0,0,0,0,0,1,0,0,10496,2376,0.00
tsukuno,0.00,0.07,0.00,12,0,-,java,26,0,0,0,0,0,0,64,0,-,24824,0.07
trevoran,0.00,0.00,0.00,2,0,2.7,Python,18,0,0,0,0,2,3,0,0,-,6204,0.00
Eigenket,0.00,0.05,0.00,13,0,-,java,75,0,0,0,0,0,1,64,0,-,22640,0.04
fidels,0.00,0.00,0.00,4,0,-,C++,15,0,0,0,0,0,0,0,0,10728,2624,0.00
trashcansaretasty,0.00,0.05,0.00,2,0,-,java,30,0,0,0,0,0,0,72,0,-,22900,0.04
cyon,0.00,0.04,0.00,5,0,-,java,34,0,0,0,0,1,3,64,0,-,21460,0.03
Fcdkbear,0.00,0.00,0.00,12,0,-,C++,137,0,0,0,0,0,0,0,0,24768,2612,0.00
sunset,0.00,0.00,0.00,1,0,-,C++,24,0,0,0,0,0,0,0,0,7400,2356,0.00
kmisura,0.00,0.04,0.01,3,0,-,java,54,0,1,0,0,1,0,64,0,-,21332,0.03
Gozz,0.00,0.00,0.00,2,0,-,C++,37,0,0,0,0,0,0,0,0,20232,2492,0.00
rand6,0.00,0.00,0.00,5,0,2.7,Python,13,0,0,0,0,0,1,0,0,-,6448,0.00
SCL,0.00,0.04,0.00,1,0,-,java,38,0,0,0,0,1,0,64,0,-,21652,0.03
kmampent,0.00,0.00,0.00,4,0,-,C++,41,0,0,0,0,0,0,0,0,13968,2496,0.00
travm12,0.00,0.04,0.00,8,0,-,java,51,0,1,0,0,1,4,64,0,-,21584,0.03
FrozenWinters,0.00,0.00,0.00,2,0,-,C++,25,0,0,0,0,0,0,0,0,10840,2492,0.00
piyawatl,0.00,-,-,6,-,-,C#,70,-,1,-,-,-1,0,-,-,-,-,-
Anupam14,0.00,0.00,0.00,0,0,-,C++,75,0,0,0,0,0,0,0,0,11208,2624,0.00
burunduk3,0.00,0.00,0.00,-,0,-,C++,-,0,0,0,0,0,-,0,0,7776,2452,0.00
jeroenvw,0.00,0.01,0.00,2,0,2.7,Python,3,0,0,0,0,0,51,0,0,-,8988,0.01
Salvare,0.01,0.42,0.01,2,0,-,C++,22,0,0,0,0,0,0,137160,0,9944,2604,0.40
FatAlex,0.00,0.00,0.00,27,0,2.7,Python,67,0,0,0,0,0,3,0,0,-,6448,0.00
songman,0.00,0.00,0.00,12,0,-,C++,49,0,0,0,0,0,0,0,0,12688,2400,0.00
piob,0.00,0.00,0.00,7,0,-,C++,45,0,0,0,0,0,0,0,0,9776,2516,0.00
nigus,0.00,0.00,0.00,15,0,-,C++,64,0,0,0,0,0,0,0,0,16312,2476,0.00
kchan8000,0.00,0.04,0.00,7,0,-,java,40,0,0,0,0,1,23,64,0,-,21392,0.04
dussel,0.00,0.00,0.00,5,0,-,C++,29,0,0,0,0,0,2,0,0,18224,2600,0.00
mkirsche,0.00,0.04,0.00,7,0,-,java,39,0,0,0,0,0,0,64,0,-,22856,0.04
EgorKulikov,-,-,-,37,-,-,java,230,-,1,-,-,-1,6,-,-,-,-,-
fastblood,-,-,-,9,-,-,C++,39,-,1,-,-,-1,0,-,-,-,-,-
rol,0.00,0.00,0.00,5,0,-,C++,32,0,0,0,0,0,23,0,0,8736,2348,0.00
peijinz,0.00,0.04,0.00,14,0,-,java,79,0,0,0,0,1,0,64,0,-,21476,0.04
lazsil,0.00,0.00,0.00,8,0,-,C++,27,0,0,0,0,0,0,0,0,10440,2620,0.00
maopao,0.00,0.00,0.00,0,0,-,C++,48,0,0,0,0,0,0,0,0,9928,2496,0.00
HIR180,0.00,0.00,0.00,1,0,-,C++,32,0,0,0,0,0,0,0,0,9624,2608,0.00
AdityaM93,0.00,0.04,0.00,9,0,-,java,49,0,0,0,0,1,0,64,0,-,21576,0.03
hs484,0.00,0.04,0.00,13,0,-,java,57,0,0,0,0,1,2,64,0,-,21616,0.03
JDJake,0.00,0.00,0.00,8,0,-,C++,37,0,0,0,0,0,0,0,0,10288,2572,0.00
mIllIbyte,0.00,0.00,0.00,2,0,-,C,9,0,0,0,0,0,0,0,0,7520,2332,0.00
mayoko,0.00,0.00,0.00,3,0,-,C++,54,0,0,0,0,0,5,0,0,18112,2476,0.00
JaapB,-,-,-,11,-,-,java,71,-,1,-,-,-1,0,-,-,-,-,-
ddoss,0.00,0.00,0.00,6,0,2.7,Python,21,0,0,0,0,0,0,0,0,-,6364,0.00
WeiLiu,0.00,-,-,42,-,-,C#,226,-,1,-,-,-1,12,-,-,-,-,-
Tzafrir,0.00,0.00,0.00,3,0,2.7,Python,14,0,0,0,0,0,0,0,0,-,6276,0.00
wooyaggo,0.00,0.00,0.00,4,0,-,C++,19,0,0,0,0,0,0,0,0,7816,2268,0.00
hieutle,0.00,0.00,0.00,7,0,-,C++,34,0,0,0,0,134,1,0,0,10424,2688,0.00
Cypi,0.00,0.00,0.00,2,0,2.7,Python,9,0,0,0,0,0,0,0,0,-,6436,0.00
Demon1999,-,-,-,5,-,-,C++,35,-,0,-,-,134,0,-,-,12312,-,-
McNelly,0.00,0.00,0.00,8,0,2.7,Python,44,0,0,0,0,0,0,0,0,-,6592,0.00
Witalia,0.00,0.00,0.00,8,0,-,C++,89,0,0,0,0,134,1,0,0,18144,2660,0.00
rsola,-,2.04,0.12,4,0,-,C++,19,0,0,0,0,0,0,0,0,9968,2388,0.00
kenning9,0.00,0.00,0.00,0,0,-,C++,20,0,0,0,0,0,0,0,0,9672,2580,0.00
jk001,0.01,0.13,0.01,14,0,-,java,65,0,0,0,0,0,1,64,0,-,30252,0.12
Merkurev,0.00,0.00,0.00,15,0,-,C++,53,0,0,0,0,0,0,0,0,9040,2672,0.00
Tas,0.00,0.00,0.00,1,0,2.7,Python,8,0,0,0,0,0,0,0,0,-,6604,0.00
Tzabari,0.00,0.00,0.00,1,0,2.7,Python,19,0,0,0,0,2,0,0,0,-,6216,0.00
h4cker,0.00,0.00,0.00,3,0,-,C++,36,0,0,0,0,0,0,0,0,11032,2476,0.00
Saham,0.00,0.00,0.00,0,0,-,C++,38,0,1,0,0,127,0,0,0,-,1436,0.00
wengsht,0.00,0.00,0.00,17,0,-,C++,41,0,0,0,0,0,19,0,0,8504,2612,0.00
GordeevAlex,0.00,0.00,0.00,16,0,-,C++,80,0,0,0,0,0,2,0,0,10472,2580,0.00
silverauto,0.00,0.04,0.00,2,0,-,java,1,0,1,0,0,1,10,64,0,-,21500,0.03
khsoo01,0.00,0.00,0.00,1,0,-,C++,22,0,0,0,0,0,0,0,0,7944,2164,0.00
rn4ru,-,-,-,6,-,-,java,38,-,1,-,-,-1,0,-,-,-,-,-
shindannin,-,-,-,94,-,-,C++,335,-,0,-,-,-15,58,-,-,11576,-,-
ashish1729,0.00,0.06,0.01,13,0,-,java,43,0,0,0,0,0,0,64,0,-,22784,0.05
oleksii,-,-,-,6,-,-,C#,39,-,1,-,-,-1,0,-,-,-,-,-
yoyoyo,0.00,0.00,0.00,5,0,-,C++,37,0,0,0,0,0,0,0,0,9968,2752,0.00
EowinYe,0.00,0.00,0.00,2,0,-,C++,29,0,0,0,0,0,0,0,0,12040,2496,0.00
Gustavostor,0.00,0.00,0.00,12,0,-,C++,64,0,0,0,0,0,0,0,0,9728,2608,0.00
Trasier,0.00,0.00,0.00,12,0,-,C++,72,0,0,0,0,0,4,0,0,9912,2648,0.00
rafaeldaigo,0.00,0.00,0.00,3,0,-,C++,34,0,0,0,0,0,0,0,0,7496,2372,0.00
doubleEle,0.00,0.00,0.00,0,0,-,C++,24,0,0,0,0,0,2,0,0,8536,2712,0.00
Srdce,0.00,0.00,0.00,2,0,-,C++,16,0,0,0,0,0,0,0,0,11784,2400,0.00
avolchek,0.00,0.00,0.00,30,0,-,C++,134,0,0,0,0,0,5,0,0,18920,2496,0.00
ilovekonoka,0.00,0.00,0.00,2,0,-,C++,31,0,0,0,0,1,0,0,0,12032,2544,0.00
skavurskaa,0.00,0.00,0.00,1,0,-,C++,21,0,0,0,0,0,0,0,0,11448,2600,0.00
Fory,0.00,0.00,0.00,1,0,-,C,28,0,0,0,0,0,0,0,0,7288,2420,0.00
stefan,0.00,0.00,0.00,4,0,-,C++,20,0,0,0,0,0,1,0,0,10736,2480,0.00
jacnarj1,0.01,0.07,0.00,2,0,-,java,23,0,0,0,0,0,0,72,0,-,29448,0.06
michu,0.00,0.00,0.00,7,0,-,C++,23,0,0,0,0,0,0,0,0,10480,2508,0.00
alantian,0.00,0.00,0.00,10,0,3.5,Python,26,0,0,0,0,2,1,0,0,-,7160,0.00
popcorny,0.00,0.04,0.00,17,0,-,java,66,0,0,0,0,1,8,64,0,-,21408,0.04
D3zmodos,0.00,0.01,0.00,3,0,3.5,Python,14,0,0,0,0,2,0,0,0,-,7164,0.00
sidhant,0.00,0.00,0.00,3,0,-,C++,21,0,0,0,0,0,0,0,0,11424,2580,0.00
ppalasek,0.00,0.01,0.00,12,0,2.7,Python,24,0,0,0,0,0,0,0,0,-,6632,0.01
AlexanderSM,0.01,0.04,0.00,8,0,-,java,34,0,0,0,0,1,0,64,0,-,21580,0.03
alexb5dh,0.00,-,-,8,-,-,C#,49,-,1,-,-,-1,0,-,-,-,-,-
tmanohar02,0.00,0.00,0.00,2,0,2.7,Python,13,0,0,0,0,0,0,0,0,-,6412,0.00
along,0.00,0.83,0.00,4,0,-,C,61,0,0,0,0,0,1,0,0,35936,3320,0.83
radsilver,-,-,-,5,-,-,C++,36,-,1,-,-,-1,2,-,-,-,-,-
dexter2206,0.00,0.00,0.00,2,0,3.5,Python,9,0,0,0,0,2,7,0,0,-,7160,0.00
Kbo,0.00,0.00,0.00,12,0,3.5,Python,32,0,1,0,0,2,1,0,0,-,7212,0.00
kingofdark,0.00,0.00,0.00,2,0,-,C++,28,0,0,0,0,0,0,0,0,10384,2440,0.00
HSJ,0.04,0.40,0.00,0,0,-,C++,21,0,0,0,0,0,0,137152,0,7840,2300,0.39
free777man,0.00,0.00,0.00,11,0,-,C++,55,0,0,0,0,0,1,0,0,10544,2668,0.00
hxhl95,0.00,0.00,0.00,3,0,-,C++,25,0,0,0,0,0,0,0,0,10688,2620,0.00
abdulrahuman5196,0.01,0.07,0.00,9,0,-,java,33,0,0,0,0,0,4,72,0,-,24328,0.06
RoBa,0.00,0.00,0.00,1,0,-,C++,18,0,0,0,0,0,0,0,0,7304,2368,0.00
alyaxey,0.00,0.00,0.00,10,0,-,C++,99,0,0,0,0,1,0,0,0,13816,2612,0.00
chengyinwu,0.00,0.00,0.00,4,0,-,C++,21,0,0,0,0,0,0,0,0,10952,2448,0.00
xykhl,0.00,0.02,0.00,6,0,2.7,Python,30,0,0,0,0,0,2,0,0,-,6496,0.02
tigolina,0.00,0.10,0.00,8,0,-,java,48,0,0,0,0,0,0,64,0,-,25576,0.09
PeterPaan,0.00,0.00,0.00,4,0,2.7,Python,22,0,0,0,0,0,1,0,0,-,6356,0.00
windie,0.00,0.00,0.00,4,0,-,C++,62,0,0,0,0,0,3,0,0,14024,2464,0.00
kdalex,0.00,0.00,0.00,9,0,-,C++,89,0,0,0,0,0,7,0,0,71536,18200,0.00
shzhtly,0.00,0.00,0.00,3,0,-,C++,22,0,0,0,0,0,2,0,0,9440,2632,0.00
timics23,0.00,0.00,0.00,3,0,-,C++,26,0,0,0,0,0,0,0,0,10304,2600,0.00
blednotik2,0.00,0.00,0.00,8,0,-,C++,44,0,0,0,0,0,1,0,0,10616,2456,0.00
EasyWong,0.00,0.04,0.00,18,0,-,java,61,0,0,0,0,1,18,64,0,-,21528,0.04
Lucretiel,0.00,0.00,0.00,18,0,3.5,Python,32,0,1,0,0,2,10,0,0,-,7280,0.00
ilackthatsuperpower,0.00,0.00,0.00,42,0,-,C++,95,0,0,0,0,0,28,0,0,12704,2368,0.00
notEphim,3.28,5.26,3.90,9,0,-,C++,49,0,0,0,0,0,0,137224,0,12544,2456,1.35
AMartin,0.00,0.00,0.00,4,0,-,C++,29,0,0,0,0,0,0,0,0,11368,2640,0.00
anari,0.00,2.40,0.00,4,0,2.7,Python,28,0,0,0,0,0,0,0,0,-,7840,2.40
yunoac,0.00,0.04,0.00,8,0,-,java,39,0,0,0,0,1,8,64,0,-,21416,0.03
KraBrR,0.00,0.93,0.00,15,0,2.7,Python,81,0,0,0,0,0,2,8,0,-,6584,0.93
Tima,0.00,0.00,0.00,2,0,-,C++,52,0,0,0,0,0,0,0,0,10016,2384,0.00
SummerDAway,0.00,0.43,0.03,3,0,-,C++,22,0,0,0,0,0,0,137184,0,8720,2736,0.40
fikr,0.00,0.04,0.00,4,0,-,java,48,0,0,0,0,0,4,64,0,-,21656,0.04
mhborkowski,0.01,0.07,0.01,6,0,-,java,23,0,0,0,0,0,0,64,0,-,24540,0.06
satyaki3794,0.00,0.00,0.00,18,0,-,C++,51,0,0,0,0,134,7,0,0,11960,2592,0.00
Hykinel,0.00,0.10,0.00,11,0,-,java,61,0,0,0,0,0,9,64,0,-,27308,0.09
WARLOCK,-,-,-,2,-,-,C++,25,-,4,-,-,-1,0,-,-,-,-,-
caz,0.02,0.03,0.01,12,0,-,C++,81,0,0,0,0,0,1,936,0,16368,2620,0.01
wrbuaa2005,0.00,0.00,0.00,4,0,-,C++,26,0,0,0,0,0,7,0,0,10920,2552,0.00
masonsbro,0.00,0.00,0.00,1,0,2.7,Python,10,0,0,0,0,0,0,0,0,-,6576,0.00
mavd09,-,-,-,10,-,-,C++,42,-,1,-,-,-1,0,-,-,-,-,-
yaoshun,0.00,0.00,0.00,5,0,-,C++,33,0,0,0,0,0,2,0,0,10896,2632,0.00
avgarder,0.00,0.00,0.00,10,0,-,C++,54,0,0,0,0,0,0,0,0,10032,2516,0.00
nonomen,0.00,0.00,0.00,3,0,-,C++,35,0,0,0,0,0,0,0,0,23448,2944,0.00
Gluk,0.00,0.00,0.00,7,0,-,C++,54,0,0,0,0,0,0,0,0,11224,2372,0.00
nathanajah,0.00,0.00,0.00,1,0,3.5,Python,10,0,0,0,0,2,0,0,0,-,7180,0.00
ijxsid,-,-,-,5,-,2.7,Python,33,-,0,-,-,1,0,-,-,-,-,-
caf,0.00,0.00,0.00,8,0,-,C,26,0,0,0,0,0,0,0,0,7456,2448,0.00
nikoseven,0.00,0.00,0.00,2,0,-,C++,34,0,0,0,0,0,0,0,0,8392,2368,0.00
elsantodel90,0.00,0.00,0.00,10,0,-,C++,47,0,0,0,0,0,0,0,0,10984,2468,0.00
franzks,0.00,0.04,0.00,32,0,-,java,118,0,0,0,0,1,7,64,0,-,21592,0.04
Bremsstrahlung,0.00,0.00,0.00,12,0,-,C++,35,0,0,0,0,0,0,0,0,11696,2544,0.00
freskov,0.00,0.00,0.00,7,0,-,C++,23,0,0,0,0,0,0,0,0,11912,2576,0.00
kyc,0.00,0.08,0.00,3,0,-,java,21,0,0,0,0,0,0,64,0,-,24516,0.08
echoo,0.00,0.00,0.00,1,0,-,C++,38,0,0,0,0,0,0,0,0,7616,2256,0.00
fuch,0.00,0.00,0.00,5,0,-,C++,46,0,0,0,0,0,0,0,0,8168,2256,0.00
jpaulson,-,-,-,4,-,-,C++,25,-,1,-,-,-1,0,-,-,-,-,-
mntruell,-,-,-,2,-,-,C++,20,-,1,-,-,-1,0,-,-,-,-,-
FutureChaser,0.00,0.00,0.00,6,0,-,C++,40,0,0,0,0,0,0,0,0,9344,2316,0.00
Yinyanghu,0.00,0.00,0.00,6,0,-,C++,51,0,0,0,0,0,1,0,0,9856,2620,0.00
FloatingPoint,0.00,0.00,0.00,7,0,-,C++,38,0,1,0,0,127,0,0,0,-,1436,0.00
CameronAavik,0.00,0.01,0.00,4,0,2.7,Python,19,0,0,0,0,0,0,8,0,-,6384,0.00
yukihana0416,0.00,0.00,0.00,14,0,-,C++,103,0,0,0,0,0,5,0,0,10224,2752,0.00
akaki,0.00,0.00,0.00,3,0,-,C++,38,0,0,0,0,0,0,0,0,26912,2460,0.00
udigoR,0.00,0.02,0.00,10,0,-,C++,54,0,0,0,0,0,0,0,0,19552,2488,0.02
Bradrin,0.00,0.08,0.00,9,0,-,java,66,0,0,0,0,0,0,72,0,-,25012,0.08
garzon,0.00,0.00,0.00,9,0,-,C++,62,0,0,0,0,0,0,0,0,12536,2628,0.00
SpiritsUnite,0.00,0.00,0.00,0,0,2.7,Python,7,0,0,0,0,0,0,0,0,-,6408,0.00
AKim,0.00,0.00,0.00,11,0,-,C++,74,0,0,0,0,0,1,0,0,12256,2684,0.00
vator,0.00,0.00,0.00,6,0,-,C++,84,0,0,0,0,134,4,0,0,69976,2644,0.00
Veltz,0.00,0.01,0.00,8,0,2.7,Python,40,0,0,0,0,0,10,8,0,-,6360,0.01
frOzen,0.00,0.00,0.00,11,0,-,C++,36,0,-15,0,0,127,9,0,0,-,1412,0.00
achan1058,0.00,0.00,0.00,6,0,-,C++,49,0,0,0,0,0,0,0,0,11608,2524,0.00
lucasr,0.00,0.04,0.00,3,0,-,java,17,0,0,0,0,1,0,64,0,-,21400,0.04
qazokm,0.00,0.00,0.00,7,0,2.7,Python,14,0,0,0,0,2,0,0,0,-,6132,0.00
handre,0.00,0.00,0.00,5,0,-,C++,24,0,0,0,0,0,0,0,0,9936,2652,0.00
areke,0.00,0.00,0.00,7,0,-,C++,48,0,0,0,0,0,5,8,0,13752,2508,0.00
xllend3,0.00,0.00,0.00,1,0,-,C++,56,0,0,0,0,0,6,0,0,11296,2608,0.00
Jakub001,0.00,0.00,0.00,2,0,2.7,Python,17,0,0,0,0,2,11,0,0,-,6148,0.00
etotheipi,0.00,0.00,0.00,5,0,2.7,Python,14,0,0,0,0,0,0,8,0,-,6360,0.00
PKProStudio,0.00,0.00,0.00,1,0,-,C++,27,0,0,0,0,0,0,0,0,11856,2484,0.00
Isolement,0.00,0.00,0.00,0,0,-,C++,24,0,0,0,0,0,1,0,0,10160,2672,0.00
akaring,0.00,0.00,0.00,5,0,-,C++,40,0,0,0,0,0,2,0,0,11432,2604,0.00
jackyyf,0.00,0.00,0.00,1,0,2.7,Python,13,0,0,0,0,0,0,0,0,-,6388,0.00
